"id","location_key","timestamp_utc","pm25","temperature_c","humidity_pct","pm1","pm10","co2","tvoc","has_pm1","has_pm10","has_co2","has_tvoc","source","raw_payload","inserted_at"
"267789","openaq:1845518","2023-11-20 15:00:00+00",NULL,"29.2",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267790","openaq:1845518","2023-11-20 16:00:00+00",NULL,"29.3",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267791","openaq:1845518","2023-11-20 17:00:00+00",NULL,"29.5",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267792","openaq:1845518","2023-11-20 18:00:00+00",NULL,"28.899999999999995",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267793","openaq:1845518","2023-11-20 19:00:00+00",NULL,"28.3",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267794","openaq:1845518","2023-11-20 20:00:00+00",NULL,"28.3",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267795","openaq:1845518","2023-11-20 21:00:00+00",NULL,"27.8",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267796","openaq:1845518","2023-11-20 22:00:00+00",NULL,"27.5",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267797","openaq:1845518","2023-11-20 23:00:00+00",NULL,"27.8",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267798","openaq:1845518","2023-11-21 00:00:00+00",NULL,"28.100000000000005",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267799","openaq:1845518","2023-11-21 01:00:00+00",NULL,"29",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267800","openaq:1845518","2023-11-21 02:00:00+00",NULL,"29.899999999999995",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267801","openaq:1845518","2023-11-21 03:00:00+00",NULL,"30.8",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267802","openaq:1845518","2023-11-21 04:00:00+00",NULL,"31",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267803","openaq:1845518","2023-11-21 05:00:00+00",NULL,"31.7",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267804","openaq:1845518","2023-11-21 06:00:00+00",NULL,"31.2",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267805","openaq:1845518","2023-11-21 07:00:00+00",NULL,"30.899999999999995",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267806","openaq:1845518","2023-11-21 08:00:00+00",NULL,"30.8",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267807","openaq:1845518","2023-11-21 09:00:00+00",NULL,"30",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267808","openaq:1845518","2023-11-21 10:00:00+00",NULL,"29.3",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267809","openaq:1845518","2023-11-21 11:00:00+00",NULL,"28.899999999999995",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267810","openaq:1845518","2023-11-21 12:00:00+00",NULL,"29",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267811","openaq:1845518","2023-11-21 13:00:00+00",NULL,"29",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
